,dayreturn,price,Beta,3MoFear,MarketCapitalization,JSpread,VWkAvg,ndr,yrHi,yrLo,qHi,qLo,mHi,mLo,PriceToBook,ndvratio,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,Y
3096,0.09781636254860904,36.700001,0.9157,-0.05702251002838332,647.388,3.74,13.291666666666666,0.031880054,0.7935135351351351,1.1138087977599758,0.7935135351351351,1.1138087977599758,1.0,1.1138087977599758,2.9927,0.6388888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
3097,0.08097899247827267,54.330002,1.5914,-0.05702251002838332,4101.0882,3.74,13.291666666666666,0.058531122000000005,0.5824399933795025,2.121436933954044,0.5994042652184937,1.111725048326684,0.8244309613222773,1.111725048326684,4.2945,1.5886235449417976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3099,0.1071428571428572,2.79,1.7922,-0.05702251002838332,270.0553,3.74,13.291666666666666,0.057347670250896154,0.333732057416268,1.1481481481481481,0.7520215633423181,1.1071428571428572,0.8773584905660377,1.1071428571428572,1.9506,0.6335547822419065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3100,0.0858333333333332,13.03,1.4499,-0.05702251002838332,200.7939,3.74,13.291666666666666,0.013046815,0.735742559895119,1.4477777777777776,0.735742559895119,1.0858333333333332,0.9387608069164264,1.0858333333333332,-17.0845,0.4100456621004566,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3101,0.08348999623918751,28.809998999999998,1.2544,-0.05702251002838332,1310.2418,3.74,13.291666666666666,0.012148595,0.9508250808853161,1.3239889246323528,0.9508250808853161,1.1725681318681318,1.0,1.0966881994670727,1.7401,1.1089704996989764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3102,0.08719346049046339,11.97,1.1968,-0.05702251002838332,593.2767,3.74,13.291666666666666,0.012531328000000001,0.4803370786516854,1.6219512195121952,0.5596073192897298,1.0871934604904634,0.7133491827563061,1.0871934604904634,1.8894,0.9239174836601307,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3105,0.07967032967032961,3.93,1.5175,-0.07802348780053048,8401.2338,3.7,13.178333333333333,-0.022900762999999998,0.41631355932203395,1.1801801801801801,0.41631355932203395,1.1457725947521866,0.8451612903225806,1.1457725947521866,4828.0098,0.734327393592466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3106,0.07964601769911517,10.98,1.1403,-0.07802348780053048,371.9329,3.7,13.178333333333333,-0.018214936,0.5868519821941198,2.037105751391466,0.5868519821941198,1.0828402366863905,0.7364185110663984,1.0828402366863905,17.7254,0.4711108097111081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3107,0.08450704225352124,8.47,1.3934,-0.07802348780053048,409.786,3.7,13.178333333333333,0.007083825,0.8696098562628337,2.1943005181347153,0.8696098562628337,1.2717717717717718,0.9379844961240311,1.110091743119266,2.049,0.5717148582880046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3108,0.20991249479383578,29.049999,1.3030000000000002,-0.07802348780053048,1045.2486,3.7,13.178333333333333,-0.070567954,0.628515758794553,1.275241339980626,0.7475552818436623,1.275241339980626,1.0,1.275241339980626,6.1266,0.2920886788206167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3109,0.07737348389795073,25.76,1.6273,-0.07802348780053048,717.7352,3.7,13.178333333333333,0.00310559,0.511111090828925,1.6576576576576578,0.511111090828925,1.3333333333333335,1.0,1.3333333333333335,8.9914,0.8695069667738478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3111,0.07819846572630551,43.57,1.2413,-0.07802348780053048,1040.693,3.7,13.178333333333333,0.010098646,0.927218517675313,1.8329827513672696,0.927218517675313,1.3654026950799123,0.9586358424942609,1.1420707133907884,5.9937,1.0420409629895795,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3113,0.0752727090909091,59.139998999999996,1.8041,-0.07802348780053048,733.5077,3.7,13.178333333333333,-0.018599899,1.0,1.3371014921998643,1.0,1.1998376506423685,1.0,1.1639440629021045,2.0926,0.6970486111111112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3114,0.11111123456803829,0.999999,1.7392,-0.07802348780053048,1377.1644,3.7,13.178333333333333,0.02000002000001988,0.44052858196350836,1.2048195238789445,0.6849312910488294,1.2048195238789445,0.8474574978453371,1.2048195238789445,22.9023,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3116,0.07710557532621598,9.08,1.1481,-0.07802348780053048,230.8741,3.7,13.178333333333333,-0.02753304,0.7206349206349206,1.1046228710462287,0.8549905838041432,1.1046228710462287,0.8730769230769231,1.1046228710462287,0.8374,1.162064825930372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3117,0.10119047619047628,1.85,-0.1438,-0.07802348780053048,577.2841,3.7,13.178333333333333,0.07027027027027022,0.5473372781065089,2.6428571428571432,0.6491228070175439,1.1011904761904763,0.7805907172995781,1.1011904761904763,189.8312,0.24183006535947713,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3120,0.1022187004754358,13.91,1.176,-0.07802348780053048,352.79699999999997,3.7,13.178333333333333,-0.017253774,0.5084064141664322,3.631853785900783,0.5084064141664322,1.111910471622702,0.7953116066323614,1.111910471622702,2.6495,0.38886229455880006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3121,0.1428571428571428,1.52,1.8508,-0.07802348780053048,9435.4697,3.7,13.178333333333333,-0.006578947368421018,0.6204081632653061,1.8095238095238095,0.6204081632653061,1.1428571428571428,0.6816143497757847,1.1428571428571428,276.7662,0.39450179793527435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3122,0.0844553243574051,8.86,1.6556,-0.07802348780053048,283.8569,3.7,13.178333333333333,-0.018058691,0.551337896701929,1.2461322081575246,0.8032638259292838,1.1144654088050314,0.9811738648947952,1.1144654088050314,3.2205,0.5795272435897436,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3124,0.09756097560975618,1.35,1.4969,-0.07802348780053048,1582.335,3.7,13.178333333333333,0.0074066666666665615,0.5510206330696462,1.0975609756097562,0.5869567769377291,1.0975609756097562,0.9121627784883639,1.0975609756097562,9.5248,1.2760736196319018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3125,0.13313096847922679,26.129998999999998,1.3055,-0.07802348780053048,1501.3689,3.7,13.178333333333333,0.015690854,0.8282091863140788,2.8588620350109406,0.8282091863140788,1.2378018835716775,0.9710144555927164,1.1331309684792268,4.4077,0.8049524703673278,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3127,0.13201970009787534,34.470001,0.6559999999999999,-0.07802348780053048,4040.3488,3.7,13.178333333333333,-0.013635073999999999,1.0,1.4568893068469992,1.0,1.2350412396990327,1.0,1.1661029149561204,2.5076,0.38722950193479816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3128,0.11031746031746037,13.99,1.0742,-0.07802348780053048,777.9559,3.7,13.178333333333333,-0.03645461,0.577383408997111,1.7686472819216181,0.8003432494279176,1.1103174603174604,0.947190250507786,1.1103174603174604,3.1263,1.399452804377565,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3130,0.07765993841943208,31.5,1.4195,-0.07802348780053048,2849.805,3.7,13.178333333333333,0.004761905,0.5483028625186621,1.1995430312261994,0.9333333333333333,1.1194030248544073,0.9347180731537663,1.0888351192533703,2.8294,0.49714953954100277,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3131,0.08040201005025116,2.15,2.2189,-0.07802348780053048,894.9821,3.7,13.178333333333333,-0.009302325581395321,0.5334987593052108,1.2951807228915664,0.9907834101382489,1.2951807228915664,1.0,1.2011173184357542,2.0756,0.8856881572930956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3132,0.07862679955703222,9.74,1.6143,-0.07802348780053048,324.1375,3.7,13.178333333333333,-0.05338809,0.6922530206112296,1.1485849056603774,0.7817014446227929,1.1485849056603774,0.9888324873096447,1.1485849056603774,2.9547,0.991904761904762,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3133,0.09904761904761905,5.77,2.436,-0.07802348780053048,515.0037,3.7,13.178333333333333,-0.07798960099999999,0.7904109589041095,1.2995495495495493,0.7904109589041095,1.140316205533597,0.9648829431438126,1.140316205533597,3.6812,0.7878420123565755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
3134,0.12883615724272857,38.990002000000004,0.8456,-0.07802348780053048,1717.7335,3.7,13.178333333333333,-0.011797973,0.8722595330590709,3.8990002000000006,0.8722595330590709,1.2671433864153399,0.9928699261522791,1.2671433864153399,6.995,0.7844397795854107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3137,0.0791891035793475,34.07,1.5905,-0.0772126600122115,3000.3741,3.7,12.985,0.005870266999999999,0.6062277472201468,2.2562913907284767,0.6062277472201468,1.085723425293927,0.7950992203080149,1.085723425293927,10.5688,0.7384559359067735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3138,0.08602150537634401,2.02,1.8496,-0.0772126600122115,316.9944,3.7,12.985,-0.06435643564356441,0.3441226575809199,1.8532110091743117,0.38846153846153847,1.1952662721893492,0.9223744292237444,1.1812865497076024,2.1008,0.4898197353339585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3140,0.08196714592856869,1.320001,0.0822,-0.0772126600122115,483.6856,3.7,12.985,-0.03787875918275818,0.22000005666663836,1.1186439672508752,0.5523014425516977,1.1186439672508752,0.868421139196619,1.1186439672508752,22.7072,0.2420091324200913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3143,0.09133340000000012,16.370001000000002,1.3833,-0.06907562099505205,553.4237,3.73,12.713333333333333,-0.0018326820000000002,0.6434748567816487,1.6256207547169812,0.9440600346020762,1.3212268765133173,1.0,1.3212268765133173,6.8165,0.23989674203311376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3151,0.10976744186046505,11.93,1.2199,-0.05622057448924067,629.2717,3.78,12.675000000000002,0.001676446,0.604969604714483,1.157129000969932,0.664253934535297,1.157129000969932,1.0,1.157129000969932,2.5399,0.3993733873940288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3152,0.15555555555555545,9.88,1.1222,-0.05622057448924067,285.6802,3.78,12.675000000000002,-0.008097166,0.8606271777003485,1.2167487684729066,0.8606271777003485,1.1555555555555554,1.0,1.1555555555555554,14.0923,0.2090818363273453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3153,0.15971814445096877,59.25,1.214,-0.05622057448924067,2008.6689999999999,3.78,12.675000000000002,-0.055527442999999996,0.6659548087450285,1.7798137044213365,0.6659548087450285,1.2387622312873832,1.0,1.2387622312873832,4.249,0.39816840498600864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3156,0.13953488372093026,10.29,1.7080000000000002,-0.0480839126991528,263.5269,3.76,12.031666666666666,-0.034013605,0.5856573705179282,1.4411764705882353,0.6957403651115619,1.4411764705882353,1.0,1.4411764705882353,2.4105,0.3295026748563503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3157,0.07704160246533132,6.99,1.3578,-0.0480839126991528,302.9886,3.76,12.031666666666666,-0.011444921,0.5632554391619662,1.2051724137931035,0.6005154639175257,1.2051724137931035,0.9628099173553719,1.2051724137931035,3.2831,0.4223471539002108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3159,0.13424657534246576,4.14,1.7051,-0.0480839126991528,209.1868,3.76,12.031666666666666,-0.03623188405797084,0.7459459459459459,1.4475524475524475,1.0,1.3663366336633662,1.0,1.3311897106109325,10.337,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3161,0.0915564598168872,10.73,0.7213,-0.0480839126991528,446.207,3.76,12.031666666666666,0.014911463,0.6985677083333334,1.2319173363949483,0.8488924050632911,1.2319173363949483,1.0,1.2319173363949483,4.3824,0.4478865844053557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3162,0.09790209790209792,3.14,1.5697,-0.0480839126991528,4704.944,3.76,12.031666666666666,-0.015923567,0.7458432304038005,3.1717171717171717,0.7658536585365855,1.236220472440945,1.0,1.236220472440945,182.12400000000002,0.47360727366189037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3163,0.08372093023255811,2.33,-0.126,-0.0480839126991528,727.0659,3.76,12.031666666666666,0.06008583690987135,0.6893491124260356,3.3285714285714287,0.8175438596491228,1.386904761904762,1.0,1.386904761904762,239.0847,2.111111111111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3164,0.10983102918586796,14.45,1.1747,-0.0480839126991528,366.4929,3.76,12.031666666666666,0.053979239000000005,0.5281432555503196,3.772845953002611,0.5281432555503196,1.212248322147651,0.9525379037574159,1.212248322147651,2.7523,1.1046881207787047,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3167,0.07710636595744669,63.279999,1.597,-0.0480839126991528,4776.677,3.76,12.031666666666666,-0.020859672,0.6783876466379464,2.2281689788732395,0.7217153170620437,1.2948639307318177,1.0,1.2948639307318177,5.0019,0.6048584273207667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3168,0.10510510510510507,7.36,0.3508,-0.0480839126991528,241.6831,3.76,12.031666666666666,-0.033967391,0.7389558232931727,1.84000184000184,0.7389558232931727,1.2667814113597247,1.0,1.2667814113597247,0.7719,0.9045127534336167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3170,0.1208863548720629,67.779999,1.1644,-0.03865313514619162,2439.0868,3.8,11.908333333333331,0.009884892,1.0,1.9283071164547871,1.0,1.212956295401641,1.0,1.1947822845055527,3.8802,0.39538091325272917,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3173,0.09722222222222232,1.58,1.8682,-0.03865313514619162,1187.5507,3.8,11.908333333333331,0.03797468354430378,0.22128851540616248,1.2061068702290076,0.797979797979798,1.2061068702290076,1.0,1.2061068702290076,47.3408,0.5479624954922466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3174,0.1633986928104576,7.12,1.2631,-0.03865313514619162,394.3326,3.8,11.908333333333331,0.008426966,0.9295039164490861,1.424,0.9902642559109874,1.3160813308687616,1.0,1.3160813308687616,1.3811,0.17890991206760873,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3175,0.1377551020408163,2.23,1.4769,-0.03865313514619162,224.5365,3.8,11.908333333333331,0.008968609865470878,0.5022522522522522,1.4866666666666666,0.5022522522522522,1.2816091954022988,0.504524886877828,1.2816091954022988,23.9605,0.5514962500928194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3176,0.09238515720127904,19.51,1.5848,-0.03865313514619162,525.4552,3.8,11.908333333333331,-0.014864223000000001,0.7188651701866312,1.4996156802459648,0.7188651701866312,1.3720112517580874,1.0,1.3720112517580874,5.8629,0.4151545363908275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3179,0.08813559322033893,12.84,1.3609,-0.037623520223175166,550.5671,3.78,11.676666666666668,-0.033489097,0.8126582278481013,1.284,0.8776486671223512,1.088135593220339,0.8873531444367657,1.088135593220339,2.7106,0.4042109444830668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3180,0.08860759493670889,11.18,1.6361,-0.037623520223175166,1004.6216,3.78,11.676666666666668,-0.008944544,0.8107324147933286,1.3357228195937874,1.0,1.3357228195937874,1.0,1.2675736961451247,2.0488,0.5742891027939432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3181,0.08104699088763767,68.559998,1.5808,-0.037623520223175166,4905.6148,3.78,11.676666666666668,-0.035151635,0.6993063780160507,2.496722523551439,0.6993063780160507,1.3151735408560608,1.0,1.3151735408560608,9.8125,0.9562285263255641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
3182,0.08308157099697877,14.34,2.2492,-0.037623520223175166,1033.9305,3.78,11.676666666666668,-0.046722455,0.781897491821156,2.7790697674418605,0.781897491821156,1.3895348837209303,1.0,1.3895348837209303,1.2192,0.670107265735681,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3184,0.11446013408852096,29.209999,2.0969,-0.037623520223175166,901.9728,3.78,11.676666666666668,-0.040397057,0.7926730145277077,3.926075134408602,0.7976515510008616,1.3057665486917054,1.0,1.3057665486917054,2.0044,0.6199130671013312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3185,0.11782032400589104,7.59,1.2936,-0.0341868584447198,376.18800000000005,3.75,11.591666666666667,0.013175231,0.30457463884430175,1.117820324005891,0.3548387262664201,1.117820324005891,0.6091492776886035,1.117820324005891,1.1981,0.17149625746616598,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3186,0.10062893081761004,14.0,0.6265,-0.0341868584447198,509.6275,3.75,11.591666666666667,-0.06,0.6042296072507553,1.8741633199464525,0.6965174129353233,1.1235955056179774,0.8755472170106317,1.1235955056179774,3.3128,0.7132675438596491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3187,0.0874635568513118,7.46,1.8754,-0.042518042522926236,314.5169,3.61,11.516666666666666,-0.002680965,0.6185737976782753,4.010752688172043,0.6185737976782753,1.1530139103554868,0.9828722002635046,1.1530139103554868,13.1758,0.8244164428837017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3188,0.08719709133817433,82.540001,1.3392,-0.04174467928079295,1695.4761,3.59,11.601666666666667,0.0026653859999999996,1.0,1.8176613301035016,1.0,1.193464375739481,1.0,1.1848980226874521,3.2122,0.31695856471593337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
3190,0.09917355371900838,7.98,0.3571,-0.04174467928079295,262.0423,3.59,11.601666666666667,-0.058897242999999995,0.8012048192771084,1.9950019950019953,0.8012048192771084,1.3734939759036147,1.0,1.3734939759036147,0.8369,0.3274711946634324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3192,0.2534930139720559,12.56,1.1574,-0.0413683460428641,425.4533,3.59,11.696666666666667,0.030254777000000004,0.6712988065899951,2.1506849315068495,0.6712988065899951,1.2948453608247423,0.8945868945868947,1.2948453608247423,20.2761,0.2975234061987503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3193,0.0899122807017545,4.97,1.8694,-0.0413683460428641,273.9414,3.59,11.696666666666667,0.010060362,0.8971119133574007,2.290322580645161,0.8971119133574007,1.5292307692307692,1.0,1.5292307692307692,6.3978,0.6918186555497655,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3195,0.10830704521556256,10.54,1.2548,-0.0413683460428641,20391.47,3.59,11.696666666666667,-0.04743833,1.0,2.6218905472636815,1.0,2.6218905472636815,1.0,1.711038961038961,1162.8419999999999,1.107815301354981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3197,0.3093053735255571,9.99,1.2865,-0.0413683460428641,495.1407,3.59,11.696666666666667,-0.015015015,0.4008828250401284,1.4712812960235642,0.46704069504631585,1.4712812960235642,0.8242574257425743,1.4712812960235642,1.5769,0.38898778482683627,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3198,0.09569377990430628,6.87,1.3245,-0.0413683460428641,315.8539,3.59,11.696666666666667,0.029112082,0.6361111111111111,1.1968641114982579,0.6567877629063097,1.1968641114982579,0.9913419913419914,1.1968641114982579,1.1778,0.5580524344569289,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
3199,0.07560975609756104,4.41,1.5411,-0.0497634367888109,9427.3387,3.59,11.696666666666665,0.045351474,0.4671610169491526,1.3243243243243243,0.6466275659824047,1.2857142857142856,1.0,1.2857142857142856,5417.6904,0.9013349786852143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3200,0.0980897188237817,51.16,1.3019,-0.0497634367888109,2742.4318,3.59,11.696666666666665,-0.00019542599999999998,1.0,1.5488949908838932,1.0,1.2134724857685009,1.0,1.2134724857685009,4.3741,0.24759070924190613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3201,0.10010010010010006,10.99,1.1588,-0.0497634367888109,411.0627,3.59,11.696666666666665,0.000909918,0.4954914337240758,1.1001001001001,0.4954914337240758,1.1001001001001,0.9900900900900902,1.1001001001001,1.3735,0.4003149224806202,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3202,0.07983973084540108,40.439999,1.999,-0.0497634367888109,1038.4455,3.59,11.696666666666665,0.008902077,0.9038890744797016,1.3643724819288963,0.9038890744797016,1.103109629023459,1.0,1.103109629023459,5.1369,0.56245325355273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3203,0.0791476407914764,14.18,1.9447,-0.0497634367888109,961.7202,3.59,11.696666666666665,0.019040903,0.5943000589144988,1.939808481532148,0.5943000589144988,1.2109308283518359,1.0,1.2109308283518359,4.4232,0.41552015971529016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3204,0.12383900928792557,3.63,1.5568,-0.0497634367888109,317.7375,3.59,11.696666666666665,0.03030303,0.7642105263157895,1.5446808510638297,0.7642105263157895,1.3444444444444443,1.0,1.3444444444444443,1.6872,0.8137000863729985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3205,0.09771986970684043,6.74,1.3695,-0.0497634367888109,292.1521,3.59,11.696666666666665,0.017804154302670572,0.5431103948428687,1.1620689655172414,0.5845620121422377,1.1620689655172414,0.9642346208869814,1.1620689655172414,3.1657,0.4514705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3207,0.07871720116618075,3.7,2.0005,-0.0497634367888109,257.42900000000003,3.59,11.696666666666665,-0.064864865,0.5255681818181819,1.1455108359133128,0.7566462167689162,1.1455108359133128,0.9113300492610839,1.1455108359133128,2.3859,0.8119048693533102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3209,0.12147499341241885,20.68,1.8541,-0.0497634367888109,299.8167,3.59,11.696666666666665,0.023694391000000002,0.7815570968086583,1.1214749934124189,0.8792517006802721,1.1214749934124189,0.9942308170303278,1.1214749934124189,1.0788,0.4673157162726008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3210,0.09713024282560712,24.85,1.8696,-0.0497634367888109,2417.4494,3.59,11.696666666666665,-0.006438592,0.8734621837095894,1.8380177514792901,0.8734621837095894,1.1044444444444446,0.9920160076653097,1.1044444444444446,2.3792,0.5156750979693623,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3211,0.1348314606741572,7.07,1.3012,-0.0497634367888109,548.8983,3.59,11.696666666666665,0.018387553,0.621811785400176,1.1922428330522767,0.822093023255814,1.1922428330522767,1.0,1.1922428330522767,2.6586,0.6168329352255164,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3213,0.08002038328132599,21.190001000000002,0.0,-0.0497634367888109,15707.1133,3.59,11.696666666666665,-0.020292637,1.0,4.423800714780943,1.0,1.9159132911392407,1.0,1.7896960304054057,1.2852,0.45817191917076744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3214,0.09251471825063073,12.99,1.0185,-0.0497634367888109,626.0401,3.59,11.696666666666665,0.0046189379999999995,0.3937556596692537,1.2336182336182338,0.7261040092847406,1.2336182336182338,0.847911227154047,1.2336182336182338,-6.4481,0.5719557195571956,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3215,0.18378093733543976,22.48,2.8967,-0.0497634367888109,2373.5499,3.59,11.696666666666665,-0.011120996000000001,0.8124322370798699,1.231106243154436,0.8864352962762108,1.231106243154436,1.0,1.231106243154436,-29.3611,0.2929398010541751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3216,0.07906719166263221,40.259997999999996,0.8372,-0.0497634367888109,1773.6843,3.59,11.696666666666665,0.011922604,0.9006710760476269,3.939334442270058,0.9006710760476269,1.3084172245693857,0.90269057859599,1.2159467467246525,7.2228,0.43639177251918243,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3219,0.08373983739837398,13.33,1.0235,-0.05832656739668629,451.9082,3.53,11.556666666666667,0.051012753,0.9193103448275862,2.8063157894736843,1.0,1.3410462776659962,1.0,1.3410462776659962,86.7048,1.0553511705685619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3220,0.0840336134453783,2.58,-0.1183,-0.05832656739668629,805.0773,3.53,11.556666666666667,-0.027131782945736593,0.7633136094674556,3.685714285714286,0.9052631578947369,1.5357142857142858,1.0,1.5357142857142858,264.7376,0.159375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3224,0.09949999999999992,21.99,1.4125,-0.07635203037957461,1035.3772,3.5,11.515,0.014097271000000001,1.0,1.618101545253863,1.0,1.3847607052896724,1.0,1.3847607052896724,4.9553,0.5249394673123486,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3225,0.09998496006641844,145.990005,1.8565,-0.07635203037957461,396.7557,3.5,11.515,0.0,0.9702910953606427,1.6934231144115894,1.0,1.216583375,1.0,1.216583375,23.9934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3226,0.08447488584474883,4.75,0.8476,-0.07635203037957461,264.9385,3.5,11.515,-0.002105263,0.5878712871287128,2.375,0.8928571428571428,1.6267123287671232,1.0,1.527331189710611,2.7023,0.7705334462320068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3227,0.10204081632653073,8.64,1.0517,-0.07635203037957461,435.2738,3.5,11.515,-0.012731481000000001,1.0,1.4210526315789473,1.0,1.1675675675675676,1.0,1.1659919028340082,0.8988,0.23968947113051917,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
3228,0.07531788392566008,65.959999,1.6030000000000002,-0.07635203037957461,4978.9762,3.5,11.515,0.0028805790000000003,0.7071183502049565,2.322535176056338,0.8821720161363654,1.3497033016104625,1.0,1.3123756789644123,5.2137,0.5522198731501057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3229,0.4756944444444444,4.25,1.8132,-0.07635203037957461,411.3745,3.5,11.515,0.832941176,0.5083732057416268,1.7489711934156378,1.0,1.6865079365079365,1.0,1.6865079365079365,2.9713,1.538053793660526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3230,0.09208640287769776,15.180001,0.8541,-0.07635203037957461,836.0821,3.5,11.515,0.011857707,0.6731707760532151,1.1422122648607977,0.9117117717717719,1.1422122648607977,0.9737011545862733,1.1422122648607977,1.3814,0.5064935064935064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
