symbol,name,lastsale,marketcap,adr_tso,ipoyear,sector,industry,summary_quote,serialid
IDT,IDT Corporation,19.54,450661532.52,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/idt,1477
ITW,Illinois Tool Works Inc.,127.21,44651313484.24,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/itw,1478
IMN,Imation Corporation,0.8101,30167095.9831,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/imn,1479
IMAX,Imax Corporation,31.8,2124684023.4,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/imax,1480
ICD,"Independence Contract Drilling, Inc.",6.3,236921000.4,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/icd,1481
IHC,Independence Holding Company,20.45,349038043.75,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/ihc,1482
IFN,"India Fund, Inc. (The)",22.83,659523975.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifn,1483
IBA,"Industrias Bachoco, S.A. de C.V.",49.08,2454000000,n/a,1997,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/iba,1484
INFY,Infosys Limited,13.88,31724846012.4,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/infy,1485
HIFR,"InfraREIT, Inc.",16.95,741889346.85,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hifr,1486
ING,"ING Group, N.V.",14.95,57859240708.75,n/a,1997,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ing,1487
INZ,"ING Group, N.V.",26.01,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/inz,1488
ISF,"ING Group, N.V.",25.54,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isf,1489
ISG,"ING Group, N.V.",25.28,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isg,1490
ISP,"ING Group, N.V.",25.31,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isp,1491
IR,Ingersoll-Rand plc (Ireland),79.02,20413303450.92,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ir,1492
NGVT,Ingevity Corporation,56.3,2371120891.2,n/a,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ngvt,1493
INGR,Ingredion Incorporated,117.12,8479722240,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ingr,1494
IIPR,"Innovative Industrial Properties, Inc.",18.14,0,n/a,2016,Finance,Real Estate,http://www.nasdaq.com/symbol/iipr,1495
IPHI,Inphi Corporation,47.69,1965800971.38,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/iphi,1496
INSI,Insight Select Income Fund,19.01,203597765.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/insi,1497
NSP,"Insperity, Inc.",72.45,1541506623.3,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/nsp,1498
IBP,"Installed Building Products, Inc.",41.3,1312022612.6,n/a,2014,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/ibp,1499
INST,"Instructure, Inc.",22.55,636930071.8,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inst,1500
ITGR,Integer Holdings Corporation,33.3,1027456315.2,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/itgr,1501
I,Intelsat S.A.,3.58,421724000,n/a,2013,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/i,1502
ICE,Intercontinental Exchange Inc.,58.54,174354388616,n/a,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ice,1503
IHG,Intercontinental Hotels Group,46.66,9181025970.8,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/ihg,1504
IFF,"Internationa Flavors & Fragrances, Inc.",117.98,9370420631.88,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iff,1505
IBM,International Business Machines Corporation,175.82,167179247156.82,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ibm,1506
IGT,International Game Technology,27.03,5433962480.94,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/igt,1507
IP,International Paper Company,53.01,21798422970.12,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ip,1508
INSW,"International Seaways, Inc.",17.4,507338533.8,n/a,1999,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/insw,1509
IOC,InterOil Corporation,47.84,2399070512.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ioc,1510
IPG,"Interpublic Group of Companies, Inc. (The)",23.52,9337674423.84,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/ipg,1511
IPL^D,Interstate Power and Light Company,26.96,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipl^d,1512
INXN,InterXion Holding N.V.,39.24,2765595960,n/a,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inxn,1513
SNOW,"Intrawest Resorts Holdings, Inc.",22.11,879320691.81,n/a,2014,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/snow,1514
IPI,"Intrepid Potash, Inc",2.03,155489086.27,n/a,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/ipi,1515
XON,Intrexon Corporation,22.04,2613414246.56,n/a,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/xon,1516
IVC,Invacare Corporation,11.5,373230476,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ivc,1517
INVN,"InvenSense, Inc.",12.33,1164140759.97,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/invn,1518
VBF,Invesco Bond Fund,18.47,210134464.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vbf,1519
VCV,Invesco California Value Municipal Income Trust,12.4283,594884730.5522,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcv,1520
VTA,Invesco Credit Opportunities Fund,12.4,918769121.6,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/vta,1521
IHIT,Invesco High Income 2023 Target Term Fund,10.05,217080000,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/ihit,1522
VLT,Invesco High Income Trust II,14.61,118610247.69,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/vlt,1523
IVR,INVESCO MORTGAGE CAPITAL INC,14.89,1661558467.87,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ivr,1524
IVR^B,INVESCO MORTGAGE CAPITAL INC,25.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^b,1525
IVR^A,Invesco Mortgage Capital Inc.,24.77,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^a,1526
OIA,Invesco Municipal Income Opportunities Trust,7.5356,357486520.4284,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oia,1527
VMO,Invesco Municipal Opportunity Trust,13.02,877457471.94,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vmo,1528
VKQ,Invesco Municipal Trust,12.67,700907276.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vkq,1529
VPV,Invesco Pennsylvania Value Municipal Income Trust,12.37,294771459.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vpv,1530
IVZ,Invesco Plc,30.9,12623746362.9,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ivz,1531
IQI,Invesco Quality Municipal Income Trust,12.54,663162814.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iqi,1532
VVR,Invesco Senior Income Trust,4.67,840768867.2,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/vvr,1533
VTN,Invesco Trust  for Investment Grade New York Municipal,13.51,263102953.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtn,1534
VGM,Invesco Trust for Investment Grade Municipals,13.02,706013353.92,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgm,1535
IIM,Invesco Value Municipal Income Trust,14.91,701612683.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iim,1536
ITG,"Investment Technology Group, Inc.",20.28,660451662,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/itg,1537
IRET,Investors Real Estate Trust,6.55,797453231.75,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iret,1538
IRET^B,Investors Real Estate Trust,25.67,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iret^b,1539
NVTA,Invitae Corporation,9.06,372760227.78,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/nvta,1540
INVH,Invitation Homes Inc.,20.63,0,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/invh,1541
IO,Ion Geophysical Corporation,5.5,66401247,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/io,1542
IRM,Iron Mountain Incorporated,36.59,9639556465.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/irm,1543
IRS,IRSA Inversiones Y Representaciones S.A.,22.97,1329219828.62,n/a,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/irs,1544
ICL,Israel Chemicals Shs,4.53,5782044421.41,n/a,2014,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/icl,1545
STAR          ,iStar Financial Inc.,11.77,837746463.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/star,1546
STAR^D,iStar Financial Inc.,24.3487,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^d,1547
STAR^E,iStar Financial Inc.,24,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^e,1548
STAR^F,iStar Financial Inc.,24.158,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^f,1549
STAR^G,iStar Financial Inc.,23.72,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^g,1550
STAR^I,iStar Financial Inc.,23.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^i,1551
ITCB,Ita? CorpBanca,12.29,4198319378.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itcb,1552
ITUB,Itau Unibanco Banco Holding SA,12.19,722833562.83,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/itub,1553
ITT,ITT Inc.,41,3616200000,n/a,2011,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/itt,1554
IVH,Ivy High Income Opportunities Fund,15.07,249666016.16,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/ivh,1555
JPM,J P Morgan Chase & Co,87.18,311953079756.04,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm,1556
JPM.WS,J P Morgan Chase & Co,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm.ws,1557
JPM^A,J P Morgan Chase & Co,25.21,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm^a,1558
JPM^B,J P Morgan Chase & Co,27.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^b,1559
JPM^D,J P Morgan Chase & Co,24.9875,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^d,1560
JPM^E,J P Morgan Chase & Co,26.27,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^e,1561
JPM^F,J P Morgan Chase & Co,26.08,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^f,1562
JPM^G,J P Morgan Chase & Co,25.9546,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^g,1563
JPM^H,J P Morgan Chase & Co,26.05,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm^h,1564
JAX,"J. Alexander&#39;s Holdings, Inc.",9.9,145531742.4,n/a,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jax,1565
JCP,"J.C. Penney Company, Inc. Holding Company",6.69,2062524812.37,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/jcp,1566
SJM,J.M. Smucker Company (The),138.78,16158756733.74,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/sjm,1567
JBL,"Jabil Circuit, Inc.",24.39,4444612553.43,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/jbl,1568
JEC,Jacobs Engineering Group Inc.,59.22,7155558462.78,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/jec,1569
JAG,Jagged Peak Energy Inc.,14.72,0,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/jag,1570
JHX,James Hardie Industries plc.,15.56,6855878000.56,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/jhx,1571
JNS,"Janus Capital Group, Inc",12.35,2255299016.75,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/jns,1572
JOF,Japan Smaller Capitalization Fund Inc,10.2476,290354401.9068,n/a,1990,n/a,n/a,http://www.nasdaq.com/symbol/jof,1573
JELD,"JELD-WEN Holding, Inc.",28.51,0,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/jeld,1574
JCAP,"Jernigan Capital, Inc.",21.6,185976928.8,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/jcap,1575
JKS,JinkoSolar Holding Company Limited,14.47,457075437.06,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/jks,1576
JMP,JMP Group LLC,6.67,141437149.9,n/a,2007,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmp,1577
JMPB,JMP Group LLC,25.35,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpb,1578
JMPC,JMP Group LLC,25.5235,0,n/a,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpc,1579
LHO^I,LaSalle Hotel Properties,24.419,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^i,1580
JBT,John Bean Technologies Corporation,87.6,2554139797.2,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/jbt,1581
BTO,John Hancock Financial Opportunities Fund,37.29,693448867.32,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/bto,1582
HEQ,John Hancock Hedged Equity & Income Fund,16.36,199831984.84,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/heq,1583
JHS,John Hancock Income Securities Trust,14.35,167128494.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhs,1584
JHI,John Hancock Investors Trust,17.11,148977197.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhi,1585
HPF,John Hancock Pfd Income Fund II,21,446277048,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/hpf,1586
HPI,John Hancock Preferred Income Fund,21.04,546804246.8,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/hpi,1587
HPS,John Hancock Preferred Income Fund III,18.35,579276598.45,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/hps,1588
PDT,John Hancock Premium Dividend Fund,15.98,771543291.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdt,1589
HTD,John Hancock Tax Advantaged Dividend Income Fund,24.35,861623800.35,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/htd,1590
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,9.82,107463490.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hty,1591
JW.A,"John Wiley & Sons, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jw.a,1592
JW.B,"John Wiley & Sons, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jw.b,1593
JNJ,Johnson & Johnson,113.64,309161225569.92,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnj,1594
JCI,Johnson Controls International plc,42.66,39960394359.3,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jci,1595
JONE,"Jones Energy, Inc.",4.7,408155745.6,n/a,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/jone,1596
JLL,Jones Lang LaSalle Incorporated,106.26,4803796235.7,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/jll,1597
JOY,Joy Global Inc.,28.14,2778771730.98,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/joy,1598
JPEP,JP Energy Partners LP,10,366568580,n/a,2014,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/jpep,1599
JFC,"JPMorgan China Region Fund, Inc.",17.01,109674305.37,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/jfc,1600
JMEI,Jumei International Holding Limited,4.33,634927800.68,n/a,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jmei,1601
JNPR,"Juniper Networks, Inc.",27.35,10401838152.5,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/jnpr,1602
JP,Jupai Holdings Limited,8.74,261598041.24,n/a,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jp,1603
JE,"Just Energy Group, Inc.",5.93,876588249.27,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/je,1604
LRN,K12 Inc,18.71,760714211.02,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lrn,1605
KAI,Kadant Inc,61.95,676168948.35,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kai,1606
KDMN,"Kadmon Holdings, Inc.",3.99,179863877.34,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kdmn,1607
KAMN,Kaman Corporation,50.85,1378426646.7,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/kamn,1608
KSU,Kansas City Southern,85.61,9209843069.77,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu,1609
KSU^,Kansas City Southern,29.3399,0,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu^,1610
KS,KapStone Paper and Packaging Corporation,24.72,2388627869.52,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ks,1611
KAR,"KAR Auction Services, Inc",45.19,6243551309.27,n/a,2009,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kar,1612
KATE,Kate Spade & Company,18.36,2352489492.96,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kate,1613
KED,Kayne Anderson Energy Development Company,20.14,215217167.84,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/ked,1614
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",12.83,469039781.5,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/kye,1615
KMF,"Kayne Anderson Midstream Energy Fund, Inc",16.89,372157131.3,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/kmf,1616
KYN,Kayne Anderson MLP Investment Company,21.59,2447518612.7,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/kyn,1617
KYN^F,Kayne Anderson MLP Investment Company,25.31,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^f,1618
KB,KB Financial Group Inc,41.69,15531389293.42,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/kb,1619
KBH,KB Home,16.4,1390278725.2,n/a,1986,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/kbh,1620
KBR,"KBR, Inc.",16.66,2376851562.26,n/a,2006,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/kbr,1621
KAP,"KCAP Financial, Inc.",25.47,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kap,1622
KCG,"KCG Holdings, Inc.",14.28,959501760,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/kcg,1623
FRAC,"Keane Group, Inc.",21.62,2229627770.78,n/a,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/frac,1624
K,Kellogg Company,73.36,25742402904.4,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/k,1625
KEM,Kemet Corporation,7.84,362855936.8,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/kem,1626
KMPA,Kemper Corporation,26.65,0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpa,1627
KMPR,Kemper Corporation,43.75,2239432606.25,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpr,1628
KMT,Kennametal Inc.,37.96,3034292172.6,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kmt,1629
KW,Kennedy-Wilson Holdings Inc.,21.05,2457011256.25,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/kw,1630
KWN,Kennedy-Wilson Holdings Inc.,26.0001,0,n/a,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/kwn,1631
KEN,Kenon Holdings Ltd.,10.8,579894930,n/a,2015,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ken,1632
KEG,"Key Energy Services, Inc.",33.74,27655868.24,n/a,2016,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/keg,1633
KEY,KeyCorp,18.37,19852678448.02,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/key,1634
KEY^G,KeyCorp,136,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key^g,1635
KEY^H.CL,KeyCorp,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key^h.cl,1636
KEYS,Keysight Technologies Inc.,37.35,6403486549.05,n/a,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/keys,1637
KRC,Kilroy Realty Corporation,73.3,7157520628.7,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krc,1638
KRC^G,Kilroy Realty Corporation,25.41,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc^g,1639
KRC^H,Kilroy Realty Corporation,25.1501,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc^h,1640
KMB,Kimberly-Clark Corporation,121.54,43530210962.2,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/kmb,1641
KIM,Kimco Realty Corporation,24.85,10561892819.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kim,1642
KIM^I,Kimco Realty Corporation,25.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^i,1643
KIM^J,Kimco Realty Corporation,23.94,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^j,1644
KIM^K,Kimco Realty Corporation,24.5186,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^k,1645
KMI,"Kinder Morgan, Inc.",22.94,51210436445.56,n/a,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/kmi,1646
KMI.WS,"Kinder Morgan, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi.ws,1647
KMI^A,"Kinder Morgan, Inc.",49.99,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi^a,1648
KND,"Kindred Healthcare, Inc.",6.75,574832943,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/knd,1649
KFS,"Kingsway Financial Services, Inc.",6.2,145147301,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kfs,1650
KGC,Kinross Gold Corporation,3.92,4880594871.04,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kgc,1651
KEX,Kirby Corporation,68.45,3686374750,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/kex,1652
KRG,Kite Realty Group Trust,23.95,2000926364.7,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krg,1653
KKR,KKR & Co. L.P.,17.61,7916240716.29,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/kkr,1654
KKR^A,KKR & Co. L.P.,26.29,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^a,1655
KKR^B,KKR & Co. L.P.,25.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^b,1656
KFI,KKR Financial Holdings LLC,25.57,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kfi,1657
KFN^,KKR Financial Holdings LLC,26.27,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfn^,1658
KIO,KKR Income Opportunities Fund,16.72,255067545.92,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/kio,1659
KMG,"KMG Chemicals, Inc.",37.81,448269953.17,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kmg,1660
KNX,"Knight Transportation, Inc.",32.85,2629138778.1,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/knx,1661
KNL,"Knoll, Inc.",27.22,1336641230.3,n/a,2004,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/knl,1662
KNOP,KNOT Offshore Partners LP,21.8,779602749.2,n/a,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/knop,1663
KN,Knowles Corporation,18.2,1614818114,n/a,2014,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/kn,1664
KSS,Kohl&#39;s Corporation,40.17,7088918642.52,n/a,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/kss,1665
PHG,Koninklijke Philips N.V.,29.54,27302965340,n/a,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/phg,1666
KOP,Koppers Holdings Inc.,42.45,877140232.35,n/a,2006,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/kop,1667
KEP,Korea Electric Power Corporation,18.29,23483045936.66,n/a,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/kep,1668
KEF,"Korea Equity Fund, Inc.",8.3086,80930940.2578,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kef,1669
KF,"Korea Fund, Inc. (The)",34.99,244506481.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kf,1670
KFY,Korn/Ferry International,28.82,1654907631.08,n/a,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy,1671
KOS,Kosmos Energy Ltd.,6.53,2525527617.75,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/kos,1672
KRA,Kraton Corporation,27.39,846798716.94,n/a,2009,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kra,1673
